disease,phrase,count
pleural effusion,right lower hemithorax near catheter,1
pleural effusion,right lower hemithorax and left lung base,1
pleural effusion,left subpulmonic and right pleural,1
pleural effusion,right apical pleural,1
pleural effusion,"left lateral pleura, bilateral pleural base (posterior to thoracic spine)",1
pleural effusion,left-sided pleural cavity,1
pleural effusion,right greater than left pleural,1
pleural effusion,left pleural space and right minor fissure,1
pleural effusion,bilateral dorsal costophrenic sinuses,1
pleural effusion,right lower lung adjacent,1
pleural effusion,right basal aspect and left pleural,1
pleural effusion,bilateral pleural spaces (left more than right),1
pleural effusion,right lung and left lower lobe,1
pleural effusion,left posterior pleural effusion,1
pleural effusion,bilateral costophrenic sinus,1
pleural effusion,left pleural space adjacent to left retrocardiac,1
pleural effusion,right cardiophrenic angle,1
pleural effusion,left lower hemithorax and right,1
pleural effusion,right pleural space and left base,1
pleural effusion,costophrenic angle,1
pleural effusion,right-sided and left-sided pleural effusions,1
pleural effusion,lateral costophrenic angles,1
pleural effusion,"right lung base, right fissure anteriorly and posteriorly",1
pleural effusion,"bilateral pleural spaces (right small, left moderate)",1
pleural effusion,"bilateral pleural spaces, right side more prominent",1
pleural effusion,"left pleural space, right pleural space (trace)",1
pleural effusion,left pleural (adjacent to left base),1
pleural effusion,right-sided pleural space with superior fissural and subpleural components,1
pleural effusion,"bilateral pleural spaces, left lateral chest",1
pleural effusion,left hemidiaphragm area,1
pleural effusion,left side and right side,1
pleural effusion,right pleural space and fissure,1
pleural effusion,right superior pleural space,1
pleural effusion,"bilateral, moderate right and small left",1
pleural effusion,bibasilar regions,1
pleural effusion,bilaterally,1
pleural effusion,"bilateral pleural, right greater than left",1
pleural effusion,"bilateral pleural spaces, more prominent on the right",1
pleural effusion,"right lateral pleural sinus, minor fissure, right-sided lateral chest wall",1
pleural effusion,right pleural space (small residual loculated),1
pleural effusion,subpulmonic region,1
pleural effusion,right apex,1
pleural effusion,left lower posterior hemithorax,1
pleural effusion,"bilateral, left more than right",1
pleural effusion,posterior pleural sinuses,1
pleural effusion,"bilateral pleural spaces, left > right",1
pleural effusion,right pleural space with subpulmonic component,1
pleural effusion,"bilateral, increased on the left",1
pleural effusion,right pleural space (including right minor fissure),1
pleural effusion,"bilateral pleural spaces, small to moderate on left, small on right",1
pleural effusion,"bilateral pleural spaces (left: small to moderate, right: small)",1
pleural effusion,"right hemithorax, left hemithorax",1
pleural effusion,left post-operative areas and right pleura,1
pleural effusion,right pleural space (residual),1
pleural effusion,bilateral pleural and fissures,1
pleural effusion,pleural spaces with intrafissural extension,1
pleural effusion,"bilateral pleural spaces, left larger than right",1
pleural effusion,"bilateral (small left, developing right lower lobe associated)",1
pleural effusion,left basal pleural space,1
pleural effusion,right-sided pleural space with right fissural component,1
pleural effusion,"bilateral pleural cavities, right lung base",1
pleural effusion,bilateral bibasilar pleural spaces,1
pleural effusion,bilateral (greater on right),1
pleural effusion,bilateral pleural regions (left and right lung bases),1
pleural effusion,"right hemithorax posterior pleural spaces, left base",1
pleural effusion,right pleura with subpulmonic component,1
pleural effusion,dorsal pleura,1
pleural effusion,"bilateral, greater on right",1
pleural effusion,"bilateral pleural spaces, right slightly larger",1
pleural effusion,"bilateral pleural (right large, left small)",1
pleural effusion,right pleural space (along minor fissure),1
pleural effusion,right greater than left pleural spaces,1
pleural effusion,left-sided and right hemidiaphragm region,1
pleural effusion,right and bilateral,1
pleural effusion,bilateral basilar (right greater than left),1
pleural effusion,left lateral chest wall,1
pleural effusion,right pleural space (costal margin and right apex),1
pleural effusion,right lower hemithorax and left hemithorax,1
pleural effusion,left lateral costophrenic sulcus,1
pleural effusion,"right lung bases, right hemithorax",1
pleural effusion,possible right pleural space,1
pleural effusion,left costophrenic sinus and right pleural space,1
pleural effusion,"left mid to lower lung, right perihilar",1
pleural effusion,"bilateral pleural spaces (right new small, left persistent small)",1
pleural effusion,posterior costophrenic sulci,1
pleural effusion,bilateral posterior,1
pleural effusion,left subpulmonic pleural space,1
pleural effusion,right costophrenic angle posterior,1
pleural effusion,"right hemithorax (posterior lower, anterior portion)",1
pleural effusion,"bilateral pleural spaces, left major fissure",1
pleural effusion,right anterior diaphragmatic pleural region,1
pleural effusion,left lung border,1
pleural effusion,"right base, minor fissure, left base",1
pleural effusion,left pleural space (including left major fissure),1
pleural effusion,bilateral pleural spaces (left more pronounced),1
pleural effusion,bilateral costophrenic angles (right greater than left),1
pleural effusion,left hemidiaphragm (lower lobe),1
pleural effusion,right lower lung space,1
pleural effusion,left retrocardiac region and right pleural space,1
pleural effusion,right lateral pleural,1
pleural effusion,"bilateral lung bases, right side",1
pleural effusion,apical,1
pleural effusion,"bilateral pleural spaces (right: moderate to large, left: smaller)",1
pleural effusion,right-sided and left,1
pleural effusion,left lateral pleural sinus and diaphragmatic contours,1
pleural effusion,left dependent pleural,1
pleural effusion,posterior,1
pleural effusion,"bilateral pleural spaces, right moderate to large, left moderate",1
pleural effusion,left lateral pleural sinus and posterior pleural area,1
pleural effusion,bilateral lateral costophrenic angles,1
pleural effusion,right apex and left pleural cavity,1
pleural effusion,pleural space (lung bases),1
pleural effusion,bilateral pleural spaces (right lung base and left),1
pleural effusion,left retrocardiac area,1
pleural effusion,"right pleural space, possibly bilateral",1
pleural effusion,"right-sided pleural space, left pleural space",1
pleural effusion,right lower hemithorax and left lung,1
pleural effusion,left pleural effusion,1
pleural effusion,bilateral pleural (left more prominent),1
pleural effusion,left lateral costophrenic sulcus and peripheral left pleural surface,1
pleural effusion,"bilateral pleural spaces, lateral to surgical sutures",1
pleural effusion,right major fissure and bilateral costophrenic angles,1
pleural effusion,left lateral costophrenic angle,1
pleural effusion,right pleural space and major fissure,1
pleural effusion,right lateral costophrenic sulcus,1
pleural effusion,left pleural space; questionable right pleural space,1
pleural effusion,left loculated pleural space,1
pleural effusion,right pleural effusion,1
pleural effusion,left lung base and right side,1
pleural effusion,"bilateral bases, left greater than right",1
pleural effusion,left lower field,1
pleural effusion,"bilateral pleural spaces, left side larger",1
pleural effusion,"right side, loculated laterally, layering along major and minor fissures",1
pleural effusion,right and left costophrenic angles,1
pleural effusion,small left,1
pleural effusion,bilateral fissures,1
pleural effusion,right lower lobe (suspected),1
pleural effusion,right base laterally,1
pleural effusion,left hemidiaphragm adjacent,1
pleural effusion,right hemidiaphragm posterior,1
pleural effusion,intrafissural location,1
pleural effusion,right greater than left bilateral,1
pleural effusion,"left costophrenic angle, right",1
pleural effusion,"left hemidiaphragm, left",1
pleural effusion,right lower lobe posteriorly,1
pleural effusion,left pleural cavity (trace),1
pleural effusion,left anterior,1
pleural effusion,retrocardiac area,1
pleural effusion,lateral right costophrenic sulcus,1
pleural effusion,both lung bases,1
pleural effusion,"left small, right",1
pleural effusion,tiny,1
pleural effusion,trace (not specific location),1
pleural effusion,left heart border,1
pleural effusion,right greater than left costophrenic angles,1
pleural effusion,right lower and mid lung,1
pleural effusion,questionable,1
pleural effusion,tiny (unspecified),1
pleural effusion,both bases,1
pleural effusion,trace bilateral,1
pleural effusion,left heart contour,1
pleural effusion,"left, right (possibly trace)",1
pleural effusion,bilateral (implied by left chest mention),1
pleural effusion,right trace,1
pleural effusion,"bilateral pleural cavities, left greater than right",1
pleural effusion,presumed small,1
pleural effusion,right loculated,1
pleural effusion,bilateral small to moderate,1
pleural effusion,bilateral pleural sinuses,1
pleural effusion,lateral,1
pleural effusion,left sided,1
pleural effusion,"right costophrenic angle, left base",1
pleural effusion,both sides,1
pleural effusion,right anterior,1
pleural effusion,small bilateral,1
pleural effusion,left lower hemidiaphragm and bilateral costophrenic angles,1
pleural effusion,"left hemidiaphragm, small right",1
pleural effusion,small layering (unspecified),1
pleural effusion,right lateral pleural sinus,1
pleural effusion,right hemidiaphragmatic,1
pleural effusion,left costophrenic angles,1
pleural effusion,bilateral lower lobe,1
pleural effusion,posterior (lateral view),1
pleural effusion,"left, right",1
pleural effusion,"right hemithorax, right mid to lower lung",1
pleural effusion,"right pleural cavity, left pleural cavity",1
pleural effusion,right greater left,1
pleural effusion,right hemidiaphragm region,1
pleural effusion,left and bilateral costophrenic angles,1
pleural effusion,unspecified,1
pleural effusion,"bilateral, left large, right moderate",1
pleural effusion,right bilateral costophrenic angles,1
pleural effusion,right costophrenic angles,1
pleural effusion,retrocardiac and right basilar,1
pleural effusion,"left lower lobe, bilateral costophrenic angles",1
pleural effusion,left small pleural space,1
pleural effusion,bilateral pleurae,1
pleural effusion,right mid and right lower lung,1
pleural effusion,right dependent,1
pleural effusion,"left hemidiaphragm, bilateral (from combination)",1
pleural effusion,basilar,1
pleural effusion,left (no evidence of free pleural effusion),1
pleural effusion,"bilateral, right more than left",1
pleural effusion,"bilateral pleural spaces, right side larger",1
pleural effusion,bilateral (more prominent in lower right),1
pleural effusion,left basilar and right-sided pleural spaces,1
pleural effusion,"right pleural space, bilateral dorsal costophrenic sinus",1
pleural effusion,lower lungs,1
pleural effusion,right bases of the hemi thorax,1
pleural effusion,posterior one or both hemithoraces,1
pleural effusion,"bilateral pleural spaces, residual right",1
pleural effusion,right-greater-than-left pleural space,1
pleural effusion,moderate right and small left pleural spaces,1
pleural effusion,"left pleural space (moderate), right pleural space (small)",1
pleural effusion,"bilateral pleural, retrocardiac region",1
pleural effusion,lower right hemithorax,1
pleural effusion,left base lateral,1
pleural effusion,"left pleural, right lower lobe",1
pleural effusion,"left hemithorax, left lower lobe",1
pleural effusion,bilateral pleural spaces (larger on right),1
pleural effusion,retrocardiac pleural space,1
pleural effusion,right pleural space and small left pleural space,1
pleural effusion,"right base, left lung",1
pleural effusion,adjacent to right lower lobe,1
pleural effusion,left fissural,1
pleural effusion,left small,1
pleural effusion,left greater than right basilar,1
pleural effusion,left hemi thorax bases,1
pleural effusion,left and possibly trace right pleural spaces,1
pleural effusion,bilateral pleural spaces (right more prominent than left),1
pleural effusion,"bilateral, left subpulmonic",1
pleural effusion,"right pleural space, left pleural space (small if any)",1
pleural effusion,bilateral dorsal pleural spaces,1
pleural effusion,right pleura (partially subpulmonic),1
pleural effusion,"bilateral pleural spaces, right more prominent than left",1
pleural effusion,left subpulmonic pleura,1
pleural effusion,"right lung apex, right mid lung periphery",1
pleural effusion,right apical pleural cap,1
pleural effusion,bilateral (right > left),1
pleural effusion,bilateral (possible subpulmonic component),1
pleural effusion,midportion of left lateral chest wall,1
pleural effusion,right lower lung base pleural space,1
pleural effusion,"left lower lobe, right lung base, upper right lung, right lower lung",1
pleural effusion,right posterior hemithorax base,1
pleural effusion,right base and minor fissure,1
pleural effusion,"left pleural, lateral and posterior",1
pleural effusion,"bilateral pleural spaces, right predominant",1
pleural effusion,pleural spaces,1
pleural effusion,right lung midportion,1
pleural effusion,"bilateral lung bases, more prominent at left base",1
pleural effusion,"right (large), left (small)",1
pleural effusion,left lung base medially,1
pleural effusion,right horizontal fissure,1
pleural effusion,left and right base,1
pleural effusion,left and right pleural spaces (left more prominent),1
pleural effusion,right pleural and subpulmonic,1
pleural effusion,left hemidiaphragm and right base,1
pleural effusion,left pleural space (small),1
pleural effusion,"left pleural space (moderate), right pleural space (small to moderate)",1
pleural effusion,left layering and right smaller pleural spaces,1
pleural effusion,bilateral basilar zones,1
pleural effusion,right (small to moderate) and left (small) pleural spaces,1
pleural effusion,"bilateral pleural spaces (large left, small right)",1
pleural effusion,"left pleural, right pleural",1
pleural effusion,left-sided loculated,1
pleural effusion,"bilateral pleural spaces, right larger",1
pleural effusion,right pleural space; left pleural space (minimal),1
pleural effusion,"bilateral, left more prominent",1
pleural effusion,bilateral (right slightly larger),1
pleural effusion,bilateral (left larger),1
pleural effusion,"right pleural (partially fissural, partially subpulmonic)",1
pleural effusion,right or left side,1
pleural effusion,adjacent to left lower lobe,1
pleural effusion,right and apical pleura,1
pleural effusion,posterior pleural spaces,1
pleural effusion,"left pleural space (with subpulmonic component), right pleural space",1
pleural effusion,"right pleural space, partially fissural",1
pleural effusion,fissural,1
pleural effusion,"bilateral pleural spaces, left more extensive",1
pleural effusion,bilateral lower lung bases,1
pleural effusion,dependent,1
pleural effusion,right posterior pleural,1
pleural effusion,right pleural cavity (size difficult to assess),1
pleural effusion,right costophrenic angle and retrocardiac,1
pleural effusion,right dependent pleural space,1
pleural effusion,bilateral basal pleural,1
pleural effusion,bilateral pleura (left larger),1
pleural effusion,lungs bases,1
pleural effusion,"bilateral pleural spaces, right hemidiaphragm area",1
pleural effusion,right and small left pleural spaces,1
pleural effusion,left lower lobe adjacent,1
pleural effusion,left lower lobe adjacent and right lower lobe adjacent,1
pleural effusion,adjacent to right hemidiaphragm,1
pleural effusion,"bilateral pleural spaces (right moderate to large, left moderate)",1
pleural effusion,"right pleural cavity, possible left pleural cavity",1
pleural effusion,bilateral with small residual on left,1
pleural effusion,left lateral,1
pleural effusion,bilateral pleural layering,1
pleural effusion,right lower chest,1
pleural effusion,"bilateral pleural spaces, right major fissure",1
pleural effusion,left and right pleural spaces (left greater than right),1
pleural effusion,base of left hemithorax,1
pleural effusion,right basal hemithorax,1
pleural effusion,"bilateral pleural spaces (left lower hemithorax, right)",1
pleural effusion,bilateral posterior costophrenic sinus,1
pleural effusion,above left hemidiaphragm,1
pleural effusion,dependent pleural spaces,1
pleural effusion,hemidiaphragms,1
pleural effusion,right anterior and posterior pleural sulci,1
pleural effusion,left pleural space (greater than right),1
pleural effusion,left pleural space (predominant),1
pleural effusion,bilateral pleural cavities (right > left),1
pleural effusion,dorsal,1
pleural effusion,right basal pleura,1
pleural effusion,bilateral pleural spaces with fissural components,1
pleural effusion,"left hemithorax, right pleural space",1
pleural effusion,right upper lateral pleura,1
pleural effusion,bilateral pleural spaces with left predominance,1
pleural effusion,right lateral hemithorax wall,1
pleural effusion,"left base, right pleural space",1
pleural effusion,right basal and left base,1
pleural effusion,left pleural space and right basal pleural space,1
pleural effusion,left base retrocardiac and right pleural space,1
pleural effusion,right pleural space with minor fissure involvement,1
pleural effusion,left hemithorax bases,1
pleural effusion,left pleura and left major fissure,1
pleural effusion,lower left hemithorax,1
pleural effusion,bilateral posterior pleura,1
pleural effusion,left layering effusion,1
pleural effusion,lower zones,1
pleural effusion,"bilateral pleura, left > right",1
pleural effusion,right intrafissural,1
pleural effusion,"bilateral pleural spaces with right predominance, posterior and right lateral chest wall",1
pleural effusion,"bilateral, right worse",1
pleural effusion,left hemi thorax,1
pleural effusion,"bilateral pleural spaces (moderate right, small left)",1
pleural effusion,posterior pleural surface,1
pleural effusion,lateral persistent pleural space,1
pleural effusion,left posterior sulcus,1
pleural effusion,"bilateral pleural spaces (small right, small to moderate left)",1
pleural effusion,bilateral pleural spaces (left worse),1
pleural effusion,bilateral with left greater than right,1
pleural effusion,right anterior pleural space,1
pleural effusion,"right lower hemithorax, left pleural space",1
pleural effusion,right pleural cavity (small to moderate) and left pleural cavity (moderate partially loculated),1
pleural effusion,small layering pleural spaces,1
pleural effusion,right and left pleural effusions,1
pleural effusion,"bilateral pleura, right greater than left",1
pleural effusion,"right and left pleura, right fissure",1
pleural effusion,"bilateral pleural spaces (large left, possible small right)",1
pleural effusion,"bilateral pleurae, left greater than right",1
pleural effusion,left lateral lung,1
pleural effusion,left pleural effusion (loculated with fissural fluid) and right pleural effusion,1
pleural effusion,"right loculated pleural (lateral, fissural, dependent)",1
pleural effusion,unilateral pleural space,1
pleural effusion,left and right pleural spaces (left > right),1
pleural effusion,right lower lobe adjacent,1
pleural effusion,"bilateral pleural spaces (right small to moderate, left small)",1
pleural effusion,left fissure,1
pleural effusion,left retrocardiac and bilateral,1
pleural effusion,"bilateral, left more prominent than right",1
pleural effusion,right hemithorax base,1
pleural effusion,right and tiny left pleural spaces,1
pleural other,right hemidiaphragm,55
pleural other,none,47
pleural other,left hemidiaphragm,33
pleural other,bilateral pleura,12
pleural other,bilateral apices,10
pleural other,left base,8
pleural other,right pleura,8
pleural other,left pleura,7
pleural other,bilateral apical pleura,7
pleural other,bilateral,5
pleural other,biapical,5
pleural other,minor fissure,5
pleural other,pleural,5
pleural other,pleura,4
pleural other,right apical pleura,4
pleural other,left pleural,4
pleural other,hila,4
pleural other,pleural plaques,3
pleural other,left breast,3
pleural other,right pleural,3
pleural other,right lung base,3
pleural other,biapical pleura,3
pleural other,right paratracheal stripe,3
pleural other,right apex,3
pleural other,bilateral lung apices,3
pleural other,right apical,3
pleural other,mediastinum,2
pleural other,right lower hemithorax,2
pleural other,right cardiophrenic angle,2
pleural other,lung apices,2
pleural other,right major fissure,2
pleural other,right minor fissure,2
pleural other,fissures,2
pleural other,right upper lobe,2
pleural other,bilateral basilar pleura,2
pleural other,right lung,2
pleural other,left hilum,2
pleural other,bilateral apical,2
pleural other,left hemithorax,2
pleural other,left lung apex,2
pleural other,right perihilar,2
pleural other,left costophrenic angle,2
pleural other,right mid lung,2
pleural other,azygos lobe,2
pleural other,ap window,2
pleural other,right lung apex,2
pleural other,right apical pleural parenchyma,2
pleural other,left hemidiaphragmatic contour,2
pleural other,subdiaphragmatic,2
pleural other,right anterior pleura,2
pleural other,apical pleura,2
pleural other,right hemidiaphragmatic contour,1
pleural other,site of resection,1
pleural other,lateral right hemithorax,1
pleural other,left costophrenic sulcus,1
pleural other,left lung base,1
pleural other,right middle lobe,1
pleural other,bilateral extrapleural,1
pleural other,left pleural plaque,1
pleural other,left cardiophrenic angle,1
pleural other,right costophrenic sulcus and fissures,1
pleural other,right supraclavicular region,1
pleural other,left glenohumeral joint,1
pleural other,right infrahilar,1
pleural other,"anterior chest wall, costochondral junctions",1
pleural other,left diaphragm,1
pleural other,left neck and chest wall,1
pleural other,left apex and posterior pleura,1
pleural other,right mid hemi thorax,1
pleural other,pericardium,1
pleural other,main pulmonary artery and right descending pulmonary artery,1
pleural other,right lateral lower chest,1
pleural other,bilateral diaphragm,1
pleural other,left axilla,1
pleural other,adjacent to right heart border,1
pleural other,right base laterally,1
pleural other,right apical pleural,1
pleural other,left lateral chest and axillary region,1
pleural other,right upper lung pleural,1
pleural other,bilateral cervical ribs,1
pleural other,bilateral apical pleural,1
pleural other,left upper lung field,1
pleural other,right costophrenic angle and lateral right pleural surface,1
pleural other,"mid to lower lungs, right greater than left",1
pleural other,lateral left heart border,1
pleural other,right azygos fissure,1
pleural other,left lateral pleura,1
pleural other,right pleura and fissure,1
pleural other,right hemidiaphragm below,1
pleural other,"right upper lung, major fissure",1
pleural other,"left hemidiaphragm mid portion, lower left lung",1
pleural other,biapical pleural regions,1
pleural other,left mid to lower lung,1
pleural other,pleural and diaphragmatic,1
pleural other,breast shadows,1
pleural other,left upper mediastinum,1
pleural other,right superior pleural surface,1
pleural other,"posterior to left ventricle, inferior vena cava location (lateral view)",1
pleural other,bilateral hila,1
pleural other,right apical pleural base,1
pleural other,left apical pleural parenchyma,1
pleural other,multiple bilateral pleural plaques,1
pleural other,bilateral hemidiaphragms,1
pleural other,main pulmonary artery,1
pleural other,left chest wall anterior soft tissues,1
pleural other,right apex and right mid lung periphery,1
pleural other,lateral right mid lung,1
pleural other,left pleural and left mid hemi thorax,1
pleural other,left basal pleura,1
pleural other,"thoracic inlet, right paratracheal region",1
pleural other,biapical pleura (right > left),1
pleural other,right posterior mediastinum,1
pleural other,right anterior hemidiaphragm,1
pleural other,thoracic wall,1
pleural other,"biapical, right hilum, right hemidiaphragm",1
pleural other,right hilum,1
pleural other,"left upper lung, pleural surface",1
pleural other,anterior mediastinum,1
pleural other,left hilum and ap window,1
pleural other,both lungs,1
pleural other,left upper hemithorax and left hemidiaphragm,1
pleural other,left upper hemithorax anterior thoracic wall,1
pleural other,accessory azygos lobe and fissure,1
pleural other,right minor fissure and right anterior basal portions,1
pleural other,"bilateral apical pleural, left upper lobe prominent",1
pleural other,"left, mediastinum",1
pleural other,bilateral hilar,1
pleural other,right infrahilar region,1
pleural other,thoracic spine,1
pleural other,bilateral pleural parenchyma,1
pleural other,right breast implant,1
pleural other,right diaphragm,1
pleural other,left acromioclavicular joint,1
pleural other,left thoracic inlet trachea deviation,1
pleural other,right hemidiaphragm and right paratracheal stripe,1
pleural other,right ac joint,1
pleural other,right lateral chest wall (subcutaneous tissue/pleural space),1
pleural other,adjacent to left rib,1
pleural other,left lateral chest base,1
pleural other,left lateral soft tissues,1
pleural other,biapical pleural,1
pleural other,lateral pleura,1
pleural other,horizontal fissure,1
pleural other,apices,1
pleural other,left mid lung region,1
pleural other,"left hemidiaphragm, left-sided soft tissues",1
pleural other,bilateral lower chest,1
pleural other,right pleural plaque,1
pleural other,anterior right hemidiaphragm,1
pleural other,hilar regions,1
pleural other,left breast anteriorly,1
pleural other,left anterior,1
pleural other,right fissure,1
pleural other,hemothorax,1
pleural other,left medial mediastinum,1
pleural other,"left upper lobe, left thoracic cavity, mediastinum",1
pleural other,right,1
pleural other,left upper chest,1
pleural other,trachea,1
pleural other,lateral portions of right pleura,1
pleural other,bilateral pleural,1
pleural other,left hemidiaphragm (lateral view posteriorly at the left lung base),1
pleural other,left,1
pleural other,left-sided,1
pleural other,left side at the site of tube insertion,1
pleural other,retrocardiac,1
pleural other,right lower pleura,1
pleural other,left (possibly an empyema),1
pleural other,left (loculated pleural collection),1
pleural other,left apical,1
pleural other,left pleural base laterally,1
pleural other,bilateral basilar,1
pleural other,left upper lobe pleural base,1
pleural other,adjacent to destructive bony lesions,1
pleural other,pleural and diaphragmatic regions,1
pleural other,chest wall,1
pleural other,left lateral chest wall,1
pleural other,fissural pleura,1
pleural other,right diaphragmatic surface,1
pleural other,interstitial,1
pleural other,asymmetric pleura,1
pleural other,right costophrenic angle,1
pleural other,right tracheobronchial angle,1
pleural other,right chest wall,1
pleural other,left pleural/extrapleural,1
pleural other,intrafissural region,1
pleural other,right lateral upper chest,1
pleural other,"left pleural, lateral and posterior",1
pleural other,"left pleura, right pleura",1
pleural other,right lateral pleura,1
pleural other,left upper hemithorax,1
pleural other,diffuse peribronchial region,1
pleural other,subcutaneous,1
pleural other,right cardio phrenic angle,1
pleural other,right lower paratracheal stripe,1
pleural other,left lateral pleural base,1
pleural other,biapical pleural parenchyma,1
pleural other,left lung base lateral,1
pleural other,right lower paratracheal station,1
pleural other,"both hilus, mediastinum, right pleural space",1
pleural other,bilateral costophrenic angles,1
pleural other,pleural space and subcutaneous tissue along previous chest tube tracks,1
pleural other,"right upper hemithorax, costal pleural surface",1
pleural other,lower mediastinum and right hilum,1
pleural other,"bilateral cervical ribs, more prominent on right",1
pleural other,mediastinum and subcutaneous tissue,1
pleural other,biapical pleural plaques,1
pleural other,right extrapleural and pleural,1
pleural other,left mid lung,1
pleural other,bilateral diaphragmatic and pleural,1
pleural other,right base,1
pleural other,left lung,1
pleural other,pleural surface,1
pleural other,right diaphragmatic pleural surface,1
pleural other,left paraspinal at t7/8 level,1
pleural other,bilateral bases,1
pleural other,left upper lobe,1
pleural other,diffuse pleura,1
pleural other,bilateral pleural and diaphragmatic plaques,1
pleural other,right mid lung fissure,1
pleural other,right glenohumeral joint,1
pleural other,left pleural space,1
pleural other,left pleural structure,1
pleural other,right apex medial aspect,1
pleural other,left supraclavicular fat and left clavicular companion shadow,1
pleural other,"right lateral chest wall, right chest tube area, plantar abdomen",1
pleural other,right upper chest,1
pleural other,pleural parenchyma,1
pleural other,left inferolateral pleura,1
pleural other,subpleural,1
pleural other,medial pleural space,1
pleural other,left hemithorax base and lateral aspect,1
pleural other,anterior pleural surface,1
pleural other,right costophrenic sinus,1
pleural other,right basilar pleura,1
pleural other,left base periphery,1
pleural thickening,none,79
pleural thickening,biapical,58
pleural thickening,left costophrenic angle,43
pleural thickening,bilateral apices,42
pleural thickening,bilateral apical,37
pleural thickening,right apical,33
pleural thickening,bilateral apical pleura,32
pleural thickening,right costophrenic angle,27
pleural thickening,right apical pleura,22
pleural thickening,left,20
pleural thickening,bilateral,19
pleural thickening,apical,18
pleural thickening,left apical,17
pleural thickening,bilateral pleura,16
pleural thickening,right,16
pleural thickening,bilateral costophrenic angles,12
pleural thickening,right pleura,12
pleural thickening,left pleura,11
pleural thickening,biapical pleura,9
pleural thickening,bilateral lung apices,9
pleural thickening,left apical pleura,8
pleural thickening,right lung apex,7
pleural thickening,right minor fissure,7
pleural thickening,apical pleura,7
pleural thickening,minor fissure,6
pleural thickening,left lung base,6
pleural thickening,each lung apex,5
pleural thickening,right apex,5
pleural thickening,right pleural space,5
pleural thickening,right lung base,5
pleural thickening,left posterior costophrenic angle,5
pleural thickening,right pleural cavity,5
pleural thickening,bilateral posterior costophrenic angles,4
pleural thickening,left lung apex,4
pleural thickening,posterior right costophrenic angle,4
pleural thickening,pleural,4
pleural thickening,major fissure,3
pleural thickening,right major fissure,3
pleural thickening,right pleural,3
pleural thickening,left lateral pleura,3
pleural thickening,right lateral pleura,3
pleural thickening,right base,3
pleural thickening,left basal,3
pleural thickening,left pleural,3
pleural thickening,left basilar,3
pleural thickening,right lateral,3
pleural thickening,left apex,3
pleural thickening,bi-apical,3
pleural thickening,right paratracheal stripe,3
pleural thickening,posterior costophrenic angle,2
pleural thickening,right greater than left biapical pleura,2
pleural thickening,pulmonary fissures,2
pleural thickening,bilateral apexes,2
pleural thickening,left costophrenic sulcus,2
pleural thickening,"biapical, right greater than left",2
pleural thickening,left hemi thorax,2
pleural thickening,bilateral apex,2
pleural thickening,left lateral chest wall,2
pleural thickening,fissures,2
pleural thickening,adjacent to multiple ribs,2
pleural thickening,biapical pleural,2
pleural thickening,pleural fissures,2
pleural thickening,bilateral (right more than left),2
pleural thickening,right basilar,2
pleural thickening,bilateral pleural space,2
pleural thickening,right horizontal fissure,2
pleural thickening,right apical and lateral pleura,2
pleural thickening,left apical pleural margin,2
pleural thickening,posterior costophrenic angles,2
pleural thickening,left lateral,2
pleural thickening,right peritracheal stripe,2
pleural thickening,right side,2
pleural thickening,right mid-to-lower hemithorax,2
pleural thickening,bilateral perihilar peribronchial,2
pleural thickening,right apical pleural,2
pleural thickening,perihilar peribronchial,2
pleural thickening,both lung apices,2
pleural thickening,right lower lobe,2
pleural thickening,left lung bases,2
pleural thickening,left (loculated pleural collection),2
pleural thickening,apical pleural margins,2
pleural thickening,right posterior costophrenic angle,2
pleural thickening,right basal,2
pleural thickening,left focal pleura,2
pleural thickening,left pleural cavity,1
pleural thickening,right mid lung,1
pleural thickening,right-sided pleura,1
pleural thickening,lateral side of the chest,1
pleural thickening,right upper lung pleura,1
pleural thickening,right pleural scar,1
pleural thickening,right axillary pleura (surrounding 3rd-5th rib fractures),1
pleural thickening,left upper lobe,1
pleural thickening,lateral right pleura,1
pleural thickening,peripheral pleura,1
pleural thickening,lateral left,1
pleural thickening,bilateral costodiaphragmatic angles,1
pleural thickening,bilateral symmetrical apical,1
pleural thickening,left inferior lingula adjacent pleura,1
pleural thickening,bilateral peribronchial regions,1
pleural thickening,"left posterior pleura, costophrenic angle",1
pleural thickening,bibasilar,1
pleural thickening,adjacent to left lower lobe,1
pleural thickening,right lower hemithorax and right lung apex,1
pleural thickening,left side,1
pleural thickening,right-sided,1
pleural thickening,bilateral pleural regions adjacent to multiple rib fractures,1
pleural thickening,"bilateral apical pleural margins, right greater than left",1
pleural thickening,right mid chest wall,1
pleural thickening,pleural apices,1
pleural thickening,costal and apical margins,1
pleural thickening,left basilar lung,1
pleural thickening,right cardiophrenic angle,1
pleural thickening,bilateral posterior,1
pleural thickening,lung apices,1
pleural thickening,right pleura (extending into fissure),1
pleural thickening,right hemidiaphragm adjacent pleura,1
pleural thickening,right lung apices,1
pleural thickening,costodiaphragmatic pleura,1
pleural thickening,right hemi thorax,1
pleural thickening,right greater than left apical margins,1
pleural thickening,right lung base and right lateral chest wall,1
pleural thickening,costophrenic angles,1
pleural thickening,right lower lung periphery,1
pleural thickening,right pleura laterally and inferiorly,1
pleural thickening,perihilar,1
pleural thickening,left costal pleural margin,1
pleural thickening,left lateral and apical pleura,1
